"Day","Items","Note","Amount"
"59","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"58","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9432","(27840)"
"58","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9432","(26400)"
"58","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 9432","(120000)"
"58","Wholesales (B2B)","Revenue - B2B SO ID: 9230","53000"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9994","(446400)"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9994","(538560)"
"58","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 9994","(673920)"
"58","Human Resource Expense","Counselled","(2000)"
"58","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"58","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"58","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"58","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"58","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"58","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"58","Salary Expense","Cash Payment - Salary Expense","(22977)"
"58","Retail","Revenue - Retail Sales New York - Mouthwash","15372"
"58","Retail","Revenue - Retail Sales New York - Body Wash","16277"
"58","Retail","Revenue - Retail Sales New York - Shampoo","37548"
"58","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1470"
"58","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1428"
"58","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2226"
"58","Retail","Revenue - Retail Sales Chicago - Mouthwash","8040"
"58","Retail","Revenue - Retail Sales Chicago - Shampoo","11481"
"58","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1558"
"58","Retail","Revenue - Retail Sales San Francisco - Body Wash","1476"
"58","Retail","Revenue - Retail Sales San Francisco - Shampoo","2478"
"58","Rental Expense","Cash Payment - RentalNew York","(2680)"
"58","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(3339)"
"58","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"58","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"58","Rental Expense","Cash Payment - RentalChicago","(1480)"
"58","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"57","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"57","Wholesales (B2B)","Revenue - B2B SO ID: 9047","138000"
"57","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"57","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"57","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"57","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"57","Salary Expense","Cash Payment - Salary Expense","(22977)"
"57","Retail","Revenue - Retail Sales New York - Mouthwash","20454"
"57","Retail","Revenue - Retail Sales New York - Body Wash","18040"
"57","Retail","Revenue - Retail Sales New York - Shampoo","47880"
"57","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1722"
"57","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","1974"
"57","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2478"
"57","Retail","Revenue - Retail Sales Chicago - Mouthwash","6320"
"57","Retail","Revenue - Retail Sales Chicago - Shampoo","8987"
"57","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1394"
"57","Retail","Revenue - Retail Sales San Francisco - Body Wash","1804"
"57","Retail","Revenue - Retail Sales San Francisco - Shampoo","3024"
"57","Rental Expense","Cash Payment - RentalNew York","(2680)"
"57","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"57","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"57","Rental Expense","Cash Payment - RentalChicago","(1480)"
"57","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"56","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"56","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"56","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"56","Human Resource Expense","Counselled","(2000)"
"56","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"56","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"56","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"56","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"56","Salary Expense","Cash Payment - Salary Expense","(22627)"
"56","Retail","Revenue - Retail Sales New York - Mouthwash","23646"
"56","Retail","Revenue - Retail Sales New York - Body Wash","19270"
"56","Retail","Revenue - Retail Sales New York - Shampoo","46452"
"56","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1638"
"56","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2016"
"56","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","2310"
"56","Retail","Revenue - Retail Sales Chicago - Mouthwash","9240"
"56","Retail","Revenue - Retail Sales Chicago - Shampoo","12728"
"56","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2009"
"56","Retail","Revenue - Retail Sales San Francisco - Body Wash","2214"
"56","Retail","Revenue - Retail Sales San Francisco - Shampoo","2814"
"56","Rental Expense","Cash Payment - RentalNew York","(2680)"
"56","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"56","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"56","Rental Expense","Cash Payment - RentalChicago","(1480)"
"56","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"55","Human Resource Expense","Attended Training","(15000)"
"55","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"55","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"55","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"55","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"55","Salary Expense","Cash Payment - Salary Expense","(21466)"
"55","Retail","Revenue - Retail Sales New York - Mouthwash","16002"
"55","Retail","Revenue - Retail Sales New York - Body Wash","14391"
"55","Retail","Revenue - Retail Sales New York - Shampoo","34692"
"55","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","714"
"55","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","882"
"55","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1134"
"55","Retail","Revenue - Retail Sales Chicago - Mouthwash","6360"
"55","Retail","Revenue - Retail Sales Chicago - Shampoo","9245"
"55","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1148"
"55","Retail","Revenue - Retail Sales San Francisco - Body Wash","1763"
"55","Retail","Revenue - Retail Sales San Francisco - Shampoo","2478"
"55","Rental Expense","Cash Payment - RentalNew York","(2680)"
"55","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"55","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"55","Rental Expense","Cash Payment - RentalChicago","(1480)"
"55","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"54","Wholesales (B2B)","Revenue - B2B SO ID: 8149","1699280"
"54","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"54","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"54","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"54","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"54","Salary Expense","Cash Payment - Salary Expense","(21466)"
"54","Retail","Revenue - Retail Sales New York - Mouthwash","7098"
"54","Retail","Revenue - Retail Sales New York - Body Wash","9553"
"54","Retail","Revenue - Retail Sales New York - Shampoo","18480"
"54","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","504"
"54","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","462"
"54","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","588"
"54","Retail","Revenue - Retail Sales Chicago - Mouthwash","3560"
"54","Retail","Revenue - Retail Sales Chicago - Shampoo","3913"
"54","Retail","Revenue - Retail Sales San Francisco - Mouthwash","697"
"54","Retail","Revenue - Retail Sales San Francisco - Body Wash","738"
"54","Retail","Revenue - Retail Sales San Francisco - Shampoo","1302"
"54","Rental Expense","Cash Payment - RentalNew York","(2680)"
"54","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"54","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"54","Rental Expense","Cash Payment - RentalChicago","(1480)"
"54","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"53","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"53","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"53","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"53","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"53","Salary Expense","Cash Payment - Salary Expense","(21466)"
"53","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8833","(200)"
"53","Sales E Commerce","Revenue - E-Commerce Sales","9919"
"53","Retail","Revenue - Retail Sales New York - Mouthwash","8064"
"53","Retail","Revenue - Retail Sales New York - Body Wash","7298"
"53","Retail","Revenue - Retail Sales New York - Shampoo","16590"
"53","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","462"
"53","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","588"
"53","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","588"
"53","Retail","Revenue - Retail Sales Chicago - Mouthwash","3840"
"53","Retail","Revenue - Retail Sales Chicago - Shampoo","4558"
"53","Retail","Revenue - Retail Sales San Francisco - Mouthwash","697"
"53","Retail","Revenue - Retail Sales San Francisco - Body Wash","1025"
"53","Retail","Revenue - Retail Sales San Francisco - Shampoo","1386"
"53","Rental Expense","Cash Payment - RentalNew York","(2680)"
"53","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(405)"
"53","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"53","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"53","Rental Expense","Cash Payment - RentalChicago","(1480)"
"53","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"52","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"52","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"52","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"52","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"52","Salary Expense","Cash Payment - Salary Expense","(21834)"
"52","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8653","(100)"
"52","Sales E Commerce","Revenue - E-Commerce Sales","6376"
"52","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8672","(200)"
"52","Sales E Commerce","Revenue - E-Commerce Sales","10680"
"52","Retail","Revenue - Retail Sales New York - Mouthwash","7350"
"52","Retail","Revenue - Retail Sales New York - Body Wash","7544"
"52","Retail","Revenue - Retail Sales New York - Shampoo","19026"
"52","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","378"
"52","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","504"
"52","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","546"
"52","Retail","Revenue - Retail Sales Chicago - Mouthwash","3080"
"52","Retail","Revenue - Retail Sales Chicago - Shampoo","4816"
"52","Retail","Revenue - Retail Sales San Francisco - Mouthwash","1025"
"52","Retail","Revenue - Retail Sales San Francisco - Body Wash","1148"
"52","Retail","Revenue - Retail Sales San Francisco - Shampoo","2016"
"52","Services","Revenue - Service Sales Order ID: 8086","372100"
"52","Rental Expense","Cash Payment - RentalNew York","(2680)"
"52","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(408)"
"52","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"52","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"52","Rental Expense","Cash Payment - RentalChicago","(1480)"
"52","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"51","Wholesales (B2B)","Revenue - B2B SO ID: 7728","361380"
"51","Human Resource Expense","Staff Transfer","(15000)"
"51","Human Resource Expense","Counselled","(2000)"
"51","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"51","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"51","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"51","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"51","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"51","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"51","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"51","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(100)"
"51","Salary Expense","Cash Payment - Salary Expense","(21834)"
"51","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8388","(200)"
"51","Sales E Commerce","Revenue - E-Commerce Sales","12420"
"51","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8473","(200)"
